Trace1				Trace2			
Freq		Amp		Freq		Amp	
21336633	Hz	-73.71	 dBm	21336633	Hz	-74.48	 dBm
21339966	Hz	-74.14	 dBm	21339966	Hz	-74.28	 dBm
21343299	Hz	-74.74	 dBm	21343299	Hz	-74.37	 dBm
21346632	Hz	-74.89	 dBm	21346632	Hz	-74.58	 dBm
21349965	Hz	-74.69	 dBm	21349965	Hz	-74.63	 dBm
21353298	Hz	-74.76	 dBm	21353298	Hz	-74.52	 dBm
21356631	Hz	-74.84	 dBm	21356631	Hz	-74.35	 dBm
21359964	Hz	-74.66	 dBm	21359964	Hz	-74.04	 dBm
21363297	Hz	-74.82	 dBm	21363297	Hz	-74.05	 dBm
21366630	Hz	-74.74	 dBm	21366630	Hz	-74.38	 dBm
21369963	Hz	-74.31	 dBm	21369963	Hz	-74.77	 dBm
21373296	Hz	-74.2	 dBm	21373296	Hz	-74.77	 dBm
21376629	Hz	-74.4	 dBm	21376629	Hz	-74.18	 dBm
21379962	Hz	-74.57	 dBm	21379962	Hz	-73.78	 dBm
21383295	Hz	-74.7	 dBm	21383295	Hz	-73.72	 dBm
21386628	Hz	-74.55	 dBm	21386628	Hz	-73.65	 dBm
21389961	Hz	-74.21	 dBm	21389961	Hz	-73.68	 dBm
21393294	Hz	-74.24	 dBm	21393294	Hz	-74.21	 dBm
21396627	Hz	-74.33	 dBm	21396627	Hz	-74.72	 dBm
21399960	Hz	-74.49	 dBm	21399960	Hz	-74.77	 dBm
21403293	Hz	-75.03	 dBm	21403293	Hz	-74.64	 dBm
21406626	Hz	-75.36	 dBm	21406626	Hz	-74.96	 dBm
21409959	Hz	-75.13	 dBm	21409959	Hz	-75.14	 dBm
21413292	Hz	-74.54	 dBm	21413292	Hz	-74.76	 dBm
21416625	Hz	-74.17	 dBm	21416625	Hz	-74.38	 dBm
21419958	Hz	-73.98	 dBm	21419958	Hz	-74.41	 dBm
21423291	Hz	-74.03	 dBm	21423291	Hz	-74.38	 dBm
21426624	Hz	-74.24	 dBm	21426624	Hz	-73.79	 dBm
21429957	Hz	-74.15	 dBm	21429957	Hz	-73.12	 dBm
21433290	Hz	-73.82	 dBm	21433290	Hz	-73.33	 dBm
21436623	Hz	-73.68	 dBm	21436623	Hz	-73.88	 dBm
21439956	Hz	-74	 dBm	21439956	Hz	-74.28	 dBm
21443289	Hz	-74.62	 dBm	21443289	Hz	-74.17	 dBm
21446622	Hz	-74.95	 dBm	21446622	Hz	-73.89	 dBm
21449955	Hz	-75.03	 dBm	21449955	Hz	-73.66	 dBm
21453288	Hz	-74.93	 dBm	21453288	Hz	-73.73	 dBm
21456621	Hz	-74.62	 dBm	21456621	Hz	-73.91	 dBm
21459954	Hz	-74.37	 dBm	21459954	Hz	-73.89	 dBm
21463287	Hz	-74.3	 dBm	21463287	Hz	-73.59	 dBm
21466620	Hz	-74.16	 dBm	21466620	Hz	-73.61	 dBm
21469953	Hz	-74.01	 dBm	21469953	Hz	-73.98	 dBm
21473286	Hz	-74.18	 dBm	21473286	Hz	-74.11	 dBm
21476619	Hz	-74.26	 dBm	21476619	Hz	-74.06	 dBm
21479952	Hz	-74.05	 dBm	21479952	Hz	-74.14	 dBm
21483285	Hz	-74.28	 dBm	21483285	Hz	-74.33	 dBm
21486618	Hz	-74.66	 dBm	21486618	Hz	-74.13	 dBm
21489951	Hz	-74.45	 dBm	21489951	Hz	-74.23	 dBm
21493284	Hz	-73.95	 dBm	21493284	Hz	-74.56	 dBm
21496617	Hz	-73.92	 dBm	21496617	Hz	-74.56	 dBm
21499950	Hz	-74.21	 dBm	21499950	Hz	-74.67	 dBm
21503283	Hz	-74.58	 dBm	21503283	Hz	-74.77	 dBm
21506616	Hz	-74.73	 dBm	21506616	Hz	-74.3	 dBm
21509949	Hz	-74.83	 dBm	21509949	Hz	-73.9	 dBm
21513282	Hz	-74.92	 dBm	21513282	Hz	-74.27	 dBm
21516615	Hz	-74.83	 dBm	21516615	Hz	-74.51	 dBm
21519948	Hz	-74.4	 dBm	21519948	Hz	-74.51	 dBm
21523281	Hz	-74.33	 dBm	21523281	Hz	-74.79	 dBm
21526614	Hz	-74.51	 dBm	21526614	Hz	-74.84	 dBm
21529947	Hz	-74.45	 dBm	21529947	Hz	-74.48	 dBm
21533280	Hz	-74.32	 dBm	21533280	Hz	-74.7	 dBm
21536613	Hz	-74.43	 dBm	21536613	Hz	-74.69	 dBm
21539946	Hz	-74.75	 dBm	21539946	Hz	-74.4	 dBm
21543279	Hz	-74.92	 dBm	21543279	Hz	-74.44	 dBm
21546612	Hz	-74.65	 dBm	21546612	Hz	-74.53	 dBm
21549945	Hz	-74.25	 dBm	21549945	Hz	-74.44	 dBm
21553278	Hz	-74.5	 dBm	21553278	Hz	-74.4	 dBm
21556611	Hz	-74.82	 dBm	21556611	Hz	-74.44	 dBm
21559944	Hz	-74.81	 dBm	21559944	Hz	-74.5	 dBm
21563277	Hz	-74.47	 dBm	21563277	Hz	-74.31	 dBm
21566610	Hz	-74.26	 dBm	21566610	Hz	-74.11	 dBm
21569943	Hz	-74.34	 dBm	21569943	Hz	-74.05	 dBm
21573276	Hz	-74.39	 dBm	21573276	Hz	-74.29	 dBm
21576609	Hz	-74.26	 dBm	21576609	Hz	-74.1	 dBm
21579942	Hz	-74.48	 dBm	21579942	Hz	-73.84	 dBm
21583275	Hz	-74.81	 dBm	21583275	Hz	-73.85	 dBm
21586608	Hz	-74.88	 dBm	21586608	Hz	-74.02	 dBm
21589941	Hz	-74.97	 dBm	21589941	Hz	-74.14	 dBm
21593274	Hz	-74.88	 dBm	21593274	Hz	-74.33	 dBm
21596607	Hz	-74.46	 dBm	21596607	Hz	-74.38	 dBm
21599940	Hz	-74.41	 dBm	21599940	Hz	-74.12	 dBm
21603273	Hz	-74.71	 dBm	21603273	Hz	-73.92	 dBm
21606606	Hz	-74.85	 dBm	21606606	Hz	-73.82	 dBm
21609939	Hz	-75	 dBm	21609939	Hz	-73.94	 dBm
21613272	Hz	-75.4	 dBm	21613272	Hz	-74.23	 dBm
21616605	Hz	-75.41	 dBm	21616605	Hz	-74.21	 dBm
21619938	Hz	-75.1	 dBm	21619938	Hz	-74.37	 dBm
21623271	Hz	-74.97	 dBm	21623271	Hz	-74.37	 dBm
21626604	Hz	-74.75	 dBm	21626604	Hz	-74.15	 dBm
21629937	Hz	-74.44	 dBm	21629937	Hz	-74.45	 dBm
21633270	Hz	-74.35	 dBm	21633270	Hz	-74.77	 dBm
21636603	Hz	-74.25	 dBm	21636603	Hz	-74.75	 dBm
21639936	Hz	-74.08	 dBm	21639936	Hz	-74.86	 dBm
21643269	Hz	-73.89	 dBm	21643269	Hz	-74.66	 dBm
21646602	Hz	-73.87	 dBm	21646602	Hz	-74.15	 dBm
21649935	Hz	-74.43	 dBm	21649935	Hz	-73.85	 dBm
21653268	Hz	-75	 dBm	21653268	Hz	-73.7	 dBm
21656601	Hz	-74.9	 dBm	21656601	Hz	-73.66	 dBm
21659934	Hz	-74.43	 dBm	21659934	Hz	-74.02	 dBm
21663267	Hz	-74.25	 dBm	21663267	Hz	-74.33	 dBm
21666600	Hz	-74.29	 dBm	21666600	Hz	-73.91	 dBm
21669933	Hz	-74.57	 dBm	21669933	Hz	-73.31	 dBm
21673266	Hz	-74.87	 dBm	21673266	Hz	-73.29	 dBm
21676599	Hz	-74.85	 dBm	21676599	Hz	-73.57	 dBm
21679932	Hz	-74.04	 dBm	21679932	Hz	-73.72	 dBm
21683265	Hz	-73.55	 dBm	21683265	Hz	-73.97	 dBm
21686598	Hz	-73.63	 dBm	21686598	Hz	-74.37	 dBm
21689931	Hz	-73.96	 dBm	21689931	Hz	-74.39	 dBm
21693264	Hz	-74.2	 dBm	21693264	Hz	-74.15	 dBm
21696597	Hz	-74.05	 dBm	21696597	Hz	-73.88	 dBm
21699930	Hz	-73.89	 dBm	21699930	Hz	-73.85	 dBm
21703263	Hz	-74.18	 dBm	21703263	Hz	-74.15	 dBm
21706596	Hz	-74.44	 dBm	21706596	Hz	-74.04	 dBm
21709929	Hz	-74.35	 dBm	21709929	Hz	-73.78	 dBm
21713262	Hz	-74.15	 dBm	21713262	Hz	-74.26	 dBm
21716595	Hz	-74	 dBm	21716595	Hz	-74.72	 dBm
21719928	Hz	-73.94	 dBm	21719928	Hz	-74.85	 dBm
21723261	Hz	-74.06	 dBm	21723261	Hz	-74.81	 dBm
21726594	Hz	-74.21	 dBm	21726594	Hz	-74.73	 dBm
21729927	Hz	-74.11	 dBm	21729927	Hz	-74.72	 dBm
21733260	Hz	-74.02	 dBm	21733260	Hz	-74.89	 dBm
21736593	Hz	-74.05	 dBm	21736593	Hz	-74.85	 dBm
21739926	Hz	-74.07	 dBm	21739926	Hz	-74.48	 dBm
21743259	Hz	-74.11	 dBm	21743259	Hz	-74.22	 dBm
21746592	Hz	-74.13	 dBm	21746592	Hz	-74.18	 dBm
21749925	Hz	-74.23	 dBm	21749925	Hz	-74.06	 dBm
21753258	Hz	-74.55	 dBm	21753258	Hz	-74.11	 dBm
21756591	Hz	-74.61	 dBm	21756591	Hz	-74.25	 dBm
21759924	Hz	-74.36	 dBm	21759924	Hz	-74.34	 dBm
21763257	Hz	-74.18	 dBm	21763257	Hz	-74.34	 dBm
21766590	Hz	-73.78	 dBm	21766590	Hz	-74.29	 dBm
21769923	Hz	-73.44	 dBm	21769923	Hz	-74.34	 dBm
21773256	Hz	-74.03	 dBm	21773256	Hz	-74.35	 dBm
21776589	Hz	-74.76	 dBm	21776589	Hz	-74.05	 dBm
21779922	Hz	-75.38	 dBm	21779922	Hz	-73.91	 dBm
21783255	Hz	-75.65	 dBm	21783255	Hz	-73.91	 dBm
21786588	Hz	-75.53	 dBm	21786588	Hz	-73.87	 dBm
21789921	Hz	-75.22	 dBm	21789921	Hz	-73.88	 dBm
21793254	Hz	-75	 dBm	21793254	Hz	-74.06	 dBm
21796587	Hz	-75.04	 dBm	21796587	Hz	-74.17	 dBm
21799920	Hz	-75.01	 dBm	21799920	Hz	-74.14	 dBm
21803253	Hz	-74.71	 dBm	21803253	Hz	-74.23	 dBm
21806586	Hz	-74.21	 dBm	21806586	Hz	-74.12	 dBm
21809919	Hz	-73.96	 dBm	21809919	Hz	-73.74	 dBm
21813252	Hz	-74.2	 dBm	21813252	Hz	-73.43	 dBm
21816585	Hz	-74.38	 dBm	21816585	Hz	-73.51	 dBm
21819918	Hz	-74.39	 dBm	21819918	Hz	-73.53	 dBm
21823251	Hz	-74.26	 dBm	21823251	Hz	-73.45	 dBm
21826584	Hz	-74.15	 dBm	21826584	Hz	-73.61	 dBm
21829917	Hz	-74.32	 dBm	21829917	Hz	-73.77	 dBm
21833250	Hz	-74.48	 dBm	21833250	Hz	-73.85	 dBm
21836583	Hz	-74.52	 dBm	21836583	Hz	-73.87	 dBm
21839916	Hz	-74.6	 dBm	21839916	Hz	-73.45	 dBm
21843249	Hz	-74.65	 dBm	21843249	Hz	-73.2	 dBm
21846582	Hz	-74.65	 dBm	21846582	Hz	-73.43	 dBm
21849915	Hz	-74.76	 dBm	21849915	Hz	-73.92	 dBm
21853248	Hz	-74.84	 dBm	21853248	Hz	-74.06	 dBm
21856581	Hz	-74.68	 dBm	21856581	Hz	-74.03	 dBm
21859914	Hz	-74.6	 dBm	21859914	Hz	-74.13	 dBm
21863247	Hz	-74.51	 dBm	21863247	Hz	-74.25	 dBm
21866580	Hz	-74.56	 dBm	21866580	Hz	-74.29	 dBm
21869913	Hz	-74.85	 dBm	21869913	Hz	-74.23	 dBm
21873246	Hz	-75.25	 dBm	21873246	Hz	-74.16	 dBm
21876579	Hz	-75.22	 dBm	21876579	Hz	-74.17	 dBm
21879912	Hz	-75.07	 dBm	21879912	Hz	-73.89	 dBm
21883245	Hz	-75.14	 dBm	21883245	Hz	-73.58	 dBm
21886578	Hz	-75.05	 dBm	21886578	Hz	-73.66	 dBm
21889911	Hz	-74.78	 dBm	21889911	Hz	-73.76	 dBm
21893244	Hz	-74.45	 dBm	21893244	Hz	-73.84	 dBm
21896577	Hz	-74.13	 dBm	21896577	Hz	-73.98	 dBm
21899910	Hz	-74.27	 dBm	21899910	Hz	-73.88	 dBm
21903243	Hz	-74.68	 dBm	21903243	Hz	-73.76	 dBm
21906576	Hz	-74.76	 dBm	21906576	Hz	-73.84	 dBm
21909909	Hz	-74.59	 dBm	21909909	Hz	-73.95	 dBm
21913242	Hz	-74.25	 dBm	21913242	Hz	-73.99	 dBm
21916575	Hz	-74.09	 dBm	21916575	Hz	-73.92	 dBm
21919908	Hz	-74.26	 dBm	21919908	Hz	-74.16	 dBm
21923241	Hz	-74.96	 dBm	21923241	Hz	-74.62	 dBm
21926574	Hz	-75.23	 dBm	21926574	Hz	-74.5	 dBm
21929907	Hz	-75.13	 dBm	21929907	Hz	-74.24	 dBm
21933240	Hz	-74.72	 dBm	21933240	Hz	-74.09	 dBm
21936573	Hz	-74.47	 dBm	21936573	Hz	-74.07	 dBm
21939906	Hz	-74.68	 dBm	21939906	Hz	-74.36	 dBm
21943239	Hz	-75	 dBm	21943239	Hz	-74.34	 dBm
21946572	Hz	-75.06	 dBm	21946572	Hz	-74.06	 dBm
21949905	Hz	-75	 dBm	21949905	Hz	-73.92	 dBm
21953238	Hz	-74.77	 dBm	21953238	Hz	-73.9	 dBm
21956571	Hz	-74.53	 dBm	21956571	Hz	-73.87	 dBm
21959904	Hz	-74.35	 dBm	21959904	Hz	-73.89	 dBm
21963237	Hz	-74.36	 dBm	21963237	Hz	-74.26	 dBm
21966570	Hz	-74.25	 dBm	21966570	Hz	-74.47	 dBm
21969903	Hz	-74.12	 dBm	21969903	Hz	-74.6	 dBm
21973236	Hz	-74.22	 dBm	21973236	Hz	-74.48	 dBm
21976569	Hz	-73.83	 dBm	21976569	Hz	-74.01	 dBm
21979902	Hz	-72.83	 dBm	21979902	Hz	-73.35	 dBm
21983235	Hz	-71.59	 dBm	21983235	Hz	-73.35	 dBm
21986568	Hz	-70.95	 dBm	21986568	Hz	-73.46	 dBm
21989901	Hz	-71.08	 dBm	21989901	Hz	-73.6	 dBm
21993234	Hz	-71.68	 dBm	21993234	Hz	-73.86	 dBm
21996567	Hz	-72.34	 dBm	21996567	Hz	-73.99	 dBm
21999900	Hz	-73.11	 dBm	21999900	Hz	-74.03	 dBm
22003233	Hz	-73.96	 dBm	22003233	Hz	-74.22	 dBm
22006566	Hz	-74.41	 dBm	22006566	Hz	-74.54	 dBm
22009899	Hz	-74.48	 dBm	22009899	Hz	-74.83	 dBm
22013232	Hz	-74.36	 dBm	22013232	Hz	-74.84	 dBm
22016565	Hz	-74.15	 dBm	22016565	Hz	-74.73	 dBm
22019898	Hz	-73.97	 dBm	22019898	Hz	-74.58	 dBm
22023231	Hz	-73.98	 dBm	22023231	Hz	-74.64	 dBm
22026564	Hz	-74.31	 dBm	22026564	Hz	-74.79	 dBm
22029897	Hz	-74.96	 dBm	22029897	Hz	-74.62	 dBm
22033230	Hz	-75.01	 dBm	22033230	Hz	-74.38	 dBm
22036563	Hz	-74.44	 dBm	22036563	Hz	-74.39	 dBm
22039896	Hz	-73.8	 dBm	22039896	Hz	-74.63	 dBm
22043229	Hz	-74.18	 dBm	22043229	Hz	-74.6	 dBm
22046562	Hz	-75.07	 dBm	22046562	Hz	-74.39	 dBm
22049895	Hz	-75.59	 dBm	22049895	Hz	-74.28	 dBm
22053228	Hz	-75.41	 dBm	22053228	Hz	-74.33	 dBm
22056561	Hz	-75.1	 dBm	22056561	Hz	-74.42	 dBm
22059894	Hz	-74.82	 dBm	22059894	Hz	-74.44	 dBm
22063227	Hz	-74.67	 dBm	22063227	Hz	-74.53	 dBm
22066560	Hz	-74.38	 dBm	22066560	Hz	-74.41	 dBm
22069893	Hz	-74.13	 dBm	22069893	Hz	-74.21	 dBm
22073226	Hz	-74.37	 dBm	22073226	Hz	-74.17	 dBm
22076559	Hz	-74.78	 dBm	22076559	Hz	-74.2	 dBm
22079892	Hz	-74.85	 dBm	22079892	Hz	-74.1	 dBm
22083225	Hz	-74.71	 dBm	22083225	Hz	-74.24	 dBm
22086558	Hz	-74.7	 dBm	22086558	Hz	-74.35	 dBm
22089891	Hz	-74.95	 dBm	22089891	Hz	-74.01	 dBm
22093224	Hz	-74.97	 dBm	22093224	Hz	-73.59	 dBm
22096557	Hz	-74.79	 dBm	22096557	Hz	-73.63	 dBm
22099890	Hz	-74.89	 dBm	22099890	Hz	-74.16	 dBm
22103223	Hz	-75.21	 dBm	22103223	Hz	-74.45	 dBm
22106556	Hz	-75.17	 dBm	22106556	Hz	-74.37	 dBm
22109889	Hz	-74.9	 dBm	22109889	Hz	-74.18	 dBm
22113222	Hz	-74.82	 dBm	22113222	Hz	-74.02	 dBm
22116555	Hz	-74.55	 dBm	22116555	Hz	-73.88	 dBm
22119888	Hz	-74.42	 dBm	22119888	Hz	-73.76	 dBm
22123221	Hz	-74.46	 dBm	22123221	Hz	-73.9	 dBm
22126554	Hz	-74.54	 dBm	22126554	Hz	-74.06	 dBm
22129887	Hz	-74.59	 dBm	22129887	Hz	-74.18	 dBm
22133220	Hz	-74.46	 dBm	22133220	Hz	-74.43	 dBm
22136553	Hz	-74.21	 dBm	22136553	Hz	-74.48	 dBm
22139886	Hz	-73.9	 dBm	22139886	Hz	-74.35	 dBm
22143219	Hz	-73.68	 dBm	22143219	Hz	-74.11	 dBm
22146552	Hz	-73.75	 dBm	22146552	Hz	-73.9	 dBm
22149885	Hz	-74.07	 dBm	22149885	Hz	-73.71	 dBm
22153218	Hz	-74.48	 dBm	22153218	Hz	-73.83	 dBm
22156551	Hz	-74.67	 dBm	22156551	Hz	-74.2	 dBm
22159884	Hz	-74.58	 dBm	22159884	Hz	-74.25	 dBm
22163217	Hz	-74.62	 dBm	22163217	Hz	-74.37	 dBm
22166550	Hz	-74.66	 dBm	22166550	Hz	-74.56	 dBm
22169883	Hz	-74.74	 dBm	22169883	Hz	-74.35	 dBm
22173216	Hz	-75.13	 dBm	22173216	Hz	-74.15	 dBm
22176549	Hz	-75.37	 dBm	22176549	Hz	-73.96	 dBm
22179882	Hz	-75.34	 dBm	22179882	Hz	-73.93	 dBm
22183215	Hz	-75.26	 dBm	22183215	Hz	-74.15	 dBm
22186548	Hz	-75.09	 dBm	22186548	Hz	-73.97	 dBm
22189881	Hz	-74.86	 dBm	22189881	Hz	-73.57	 dBm
22193214	Hz	-75.05	 dBm	22193214	Hz	-73.51	 dBm
22196547	Hz	-75.03	 dBm	22196547	Hz	-73.45	 dBm
22199880	Hz	-74.57	 dBm	22199880	Hz	-73.61	 dBm
22203213	Hz	-74.3	 dBm	22203213	Hz	-74.19	 dBm
22206546	Hz	-74.23	 dBm	22206546	Hz	-74.73	 dBm
22209879	Hz	-74.26	 dBm	22209879	Hz	-74.77	 dBm
22213212	Hz	-74.27	 dBm	22213212	Hz	-74.57	 dBm
22216545	Hz	-74.11	 dBm	22216545	Hz	-74.45	 dBm
22219878	Hz	-73.82	 dBm	22219878	Hz	-74.44	 dBm
22223211	Hz	-73.98	 dBm	22223211	Hz	-74.1	 dBm
22226544	Hz	-74.32	 dBm	22226544	Hz	-73.92	 dBm
22229877	Hz	-74.51	 dBm	22229877	Hz	-74.14	 dBm
22233210	Hz	-74.65	 dBm	22233210	Hz	-74.67	 dBm
22236543	Hz	-74.71	 dBm	22236543	Hz	-75.17	 dBm
22239876	Hz	-74.68	 dBm	22239876	Hz	-75.21	 dBm
22243209	Hz	-74.74	 dBm	22243209	Hz	-74.69	 dBm
22246542	Hz	-74.56	 dBm	22246542	Hz	-74.25	 dBm
22249875	Hz	-74.38	 dBm	22249875	Hz	-73.96	 dBm
22253208	Hz	-74.45	 dBm	22253208	Hz	-74.13	 dBm
22256541	Hz	-74.51	 dBm	22256541	Hz	-74.37	 dBm
22259874	Hz	-74.53	 dBm	22259874	Hz	-74.47	 dBm
22263207	Hz	-74.91	 dBm	22263207	Hz	-74.38	 dBm
22266540	Hz	-74.95	 dBm	22266540	Hz	-74.32	 dBm
22269873	Hz	-74.63	 dBm	22269873	Hz	-74.35	 dBm
22273206	Hz	-74.5	 dBm	22273206	Hz	-74.23	 dBm
22276539	Hz	-74.7	 dBm	22276539	Hz	-74.03	 dBm
22279872	Hz	-74.95	 dBm	22279872	Hz	-74.04	 dBm
22283205	Hz	-75.09	 dBm	22283205	Hz	-74.09	 dBm
22286538	Hz	-74.98	 dBm	22286538	Hz	-74.3	 dBm
